id,em portugues,en español
5334,Atualização orçamentária nas subprefeituras,Actualización presupuestaria en las sub alcaldías
5336,Dívida per capita do município,Deuda per cápita del municipio
5338,Investimento per capita do município,Inversión per cápita del municipio
5340,Liquidado por secretaria municipal,Liquidado por secretaría municipal
5342,Orçamento atualizado per capita do município,Presupuesto actualizado per cápita del municipio
14305,Separadas por eixos,Separadas por ejes
5344,Orçamento atualizado por subprefeitura per capita,Presupuesto actualizado por sub alcaldía per cápita
5346,Orçamento do município destinado a transporte público,Presupuesto del municipio destinado al transporte público
5348,Orçamento liquidado do município,Presupuesto liquidado del municipio
5350,Orçamento liquidado per capita do município,Presupuesto liquidado per cápita del municipio
5352,Orçamento liquidado por subprefeitura,Presupuesto liquidado por sub alcaldía
5354,Orçamento liquidado por subprefeitura per capita,Presupuesto liquidado por sub alcaldía per cápita
5356,Orçamento per capita do município,Presupuesto per cápita del municipio
5358,Orçamento por subprefeitura per capita,Presupuesto por sub alcaldía per cápita
5360,Resíduos sólidos,Residuos sólidos
5364,Baixo peso ao nascer,Bajo peso al nacer
5366,Curetagem pós aborto,Raspados post-aborto
5370,Doenças de veiculação hídrica,Enfermedades de vehiculado hídrico
5372,Internação por Infecção Respiratória Aguda (IRA),Internación por Infección Respiratoria Aguda (IRA)
5374,Leitos hospitalares,Lechos hospitalarios
5376,Mortalidade infantil,Mortalidad infantil
5378,Mortalidade materna,Mortalidad materna
5380,Mortalidade por causas externas,Mortalidad por causas externas
5382,Mortalidade por causas mal definidas,Mortalidad por causas mal definidas
5384,Mortalidade por doenças do aparelho circulatório,Mortalidad por enfermedades del aparato circulatorio
5386,Mortalidade por doenças do aparelho respiratório,Mortalidad por enfermedades del aparato respiratorio
5388,Mortalidade por neoplasias (câncer),Mortalidad por neoplasias (cáncer)
5390,Pessoas infectadas com dengue,Personas infectadas por dengue
5392,Pré-natal insuficiente,Prenatal insuficiente
5394,Profissionais de saúde por habitante*,Profesionales de la salud por habitante*
5396,Proporção orçamentária do gasto municipal com saúde,Proporción presupuestaria del gasto municipal con salud
5398,Unidades Básicas de Saúde,Unidades Básicas de Salud
5400,Trabalho e renda,Trabajo y renta
5402,Desemprego,Desempleo
5404,Distribuição de renda,Distribución de renta
5406,Empregos,Empleos
5408,Pessoas com renda per capita de até 1/2 salário mínimo,Personas con renta per cápita de hasta 1/2 salario mínimo
5410,Pessoas com renda per capita de até 1/4 salário mínimo,Personas con renta per cápita de hasta 1/4 de salario mínimo
5412,Renda média do trabalho,Renda media del trabajo
5414,Trabalho Infantil,Trabajo Infantil
5416,Transferência de renda,Transferencia de renta
5418,Transparência e Participação,Transparencia y Participación
5420,Conselhos Municipais,Consejos Municipales
5422,Espaços de participação deliberativos e audiências públicas na cidade,Espacios de participación deliberativos y audiencias públicas en la ciudad
5424,Orçamento executado decidido de forma participativa,Presupuesto ejecutado decidido de forma participativa
5426,Pessoas com deficiência empregadas no governo do município,Personas con deficiencias empleadas en el gobierno del municipio
5428,Proporção do orçamento para as diferentes áreas da administração,Proporción del presupuesto para las diferentes áreas de la administración
5430,Transporte/acidentes de trânsito,Transporte/accidentes de tránsito
5432,Acidente com automóvel,Accidente con automóvil
5434,Acidente com bicicleta,Accidente con bicicleta
5436,Acidente com motocicleta,Accidente con motocicleta
5438,Acidentes de trânsito,Accidentes de tránsito
5440,Atropelamentos,Atropellamientos
5442,Comparativo de mortes no trânsito,Comparación de muertes en el  tránsito
5444,Mortes com automóvel,Muertes con automóvil
5446,Mortes com bicicleta,Muertes con bicicleta
5448,Mortes com motocicleta,Muertes con motocicleta
5450,Mortes no trânsito,Muertes en el  tránsito
5452,Mortes por atropelamento,Muertes por atropellamiento
5454,Transporte/mobilidade urbana,Transporte/movilidad urbana
5456,Ciclovias exclusivas,Ciclovías exclusivas
5458,Congestionamentos,"embotellamiento, atasco"
5460,Índice de Congestionamentos,Índice de Embotellamientos
5462,Corredores exclusivos de ônibus,Corredores exclusivos de autobuses
5464,Divisão modal,División modal
5466,Frota de ônibus municipais,Flota de autobuses municipales
5468,Frota de veículos na cidade,Flota de vehículos en la ciudad
5470,Violência,Violencia
5472,Agressão a idoso,Agresión a ancianos
5474,Crimes sexuais,Delitos sexuales
5476,Crimes violentos fatais,Delitos violentos fatales
5478,Crimes violentos não fatais,Delitos violentos no fatales
5480,Homicídios,Homicidios
5482,Roubos (total),Robos (total)
5484,Ação Local para a Saúde,Acción Local para la Salud
5486,Bens Naturais Comuns,Bienes Naturales Comunes
5488,Consumo Responsável e Opções de Estilo de Vida,Consumo Responsable y Opciones de Estilo de Vida
5490,Cultura para a sustentabilidade,Cultura para la sustentabilidad
5492,Do Local para o Global,De lo Local a lo Global
5494,"Economia Local, Dinâmica, Criativa e Sustentável","Economía Local, Dinámica, Creativa y Sustentable"
5496,Educação para a Sustentabilidade e Qualidade de Vida,Educación para la Sustentabilidad y Calidad de Vida
5498,"Equidade, Justiça Social e Cultura de Paz","Equidad, Justicia Social y Cultura de Paz"
5500,Gestão Local para a Sustentabilidade,Gestión Local para la Sustentabilidad
5502,Governança,Gobernanza
5504,"Melhor Mobilidade, Menos Tráfego","Mejor Movilidad, Menos Tránsito"
5506,Planejamento e Desenho Urbano,Planeamiento y Diseño Urbano
5508,Mortalidade pós neonatal,Mortalidad post neonatal
5510,Morte juvenil masculina,Muerte juvenil masculina
5512,Crimes violentos contra o patrimônio,Delitos violentos contra el patrimonio
5514,Linha de pobreza,Línea de pobreza
5516,Jovens com emprego formal,Jóvenes con empleo formal
5518,Vítimas não fatais de trânsito,Víctimas no fatales de tránsito
5520,Mortalidade neonatal tardia,Mortalidad neonatal tardía
5522,Curetagem pós aborto juvenil,Raspado post aborto juvenil
5524,Qualidade da bacia hidrográfica do Rio Capibaribe,Calidad de la cuenca hidrográfica del Río Capibaribe
5526,Linha de miséria,Línea de miseria
5528,Mortalidade neonatal precoce,Mortalidad neonatal precoz
5530,Mortalidade por câncer do colo de útero,Mortalidad por cáncer de cuello de útero
5532,Internações por doenças diarreicas agudas (DDA),Internaciones por enfermedades diarreicas agudas (DDA)
5534,Óbito fetal,Óbito fetal
5536,Velocidade de ônibus,Velocidad de autobuses
5538,Partos cesários,Partos por cesáreas
5540,Cobertura de pré-escola,Cobertura de pre escuela
5542,Cobertura de coleta de lixo,Cobertura de recolección de basura
5544,Adolescentes responsáveis por domicílio,Adolescentes responsables por domicilios
5948,Por Indicador,Por Indicador
5950,Buscar por indicador,Buscar por indicador
5952,Carregando...,Cargando...
5954,Por Cidade,Por Ciudad
5956,Compartilhar,Compartir
5958,"Selecione um estado acima e clique sobre os pontos do mapa ou nas cidades listadas abaixo, para visualizar os indicadores","Seleccione un estado arriba y clique sobre los puntos del mapa o en las ciudades listadas abajo, para visualizar los indicadores"
6156,Número de matrículas efetuadas em creches municipais,Número de matrículas efectuadas em guarderías/ jardines de infantes municipales
6160,Número de matriculas em curso superior em escolas públicas e privadas,Número de matrículas en curso superior en escuelas públicas y privadas
6162,Número de matrículas nas creches municipais,Número de matrículas en guarderías/ jardines de infantes municipales
6164,Número de matrículas nas pré-escolas municipais,Número de matrículas en las pre escuelas municipales
6166,Número de mortes causadas por desastres socioambientais,Número de muertes causadas por desastres socio-ambientales
6168,Número de mortes em acidentes de trânsito,Número de muertes en accidentes de tránsito
6170,Número de negros empregados no governo do município.,Número de negros empleados en el gobierno del municipio.
6172,"Número de notificações de trabalho infantil, registradas pelo Conselho Tutelar.","Número de notificaciones de trabajo infantil, registradas por el Consejo Tutelar."
6174,Número de novas unidades construídas em programas habitacionais,Número de nuevas unidades construidas en programas habitacionales
6176,Número de óbitos por neoplasias,Número de óbitos por neoplasias
6178,Número de ônibus com acessibilidade para pessoas com deficiência,Número de autobuses con accesibilidad para personas con deficiencias
6180,Número de pessoas por quilômetro quadrado,Número de personas por kilómetro cuadrado
6328,Número total de indivíduos residentes com renda per capita até meio salário mínimo,Número total de individuos residentes con renta per cápita de hasta medio salario mínimo
6330,Número total de indivíduos residentes com renda per capita até um quarto de salário mínimo,Número total de individuos residentes con renta per cápita de hasta un cuarto de salario mínimo
6332,Número total de inscritos em creches (matrículas efetuadas + vagas solicitadas),Número total de inscriptos en jardines de infantes (matrículas efectuadas + vacantes solicitadas)
6334,Número total de inscritos em pré-escolas municipais (matrículas efetuadas + vagas solicitadas) ,Número total de inscriptos en pre escuelas municipales (matrículas efectuadas + vacantes solicitadas)
6336,Número total de inscritos no ensino fundamental (matrículas efetuadas + vagas solicitadas),Número total de inscriptos en la enseñanza primaria (matrículas efectuadas + vacantes solicitadas)
6338,Número total de inscritos no ensino médio (matrículas efetuadas + vagas solicitadas) ,Número total de inscriptos en la enseñanza secundaria (matrículas efectuadas + vacantes solicitadas)
6340,Número total de internações de crianças por doenças diarreicas agudas (DDA) em crianças de 0 a 4 anos,Número total de internaciones de niños por enfermedades diarreicas agudas (DDA) en niños de 0 a 4 años
